URL,age,default,balance,housing,loan,day,duration,campaign,pdays,previous,label
1100,58,0,5278,1,0,4,763,4,-1,0,1
1101,59,0,1831,0,0,17,122,1,92,1,1
1102,28,0,1480,1,0,18,143,1,-1,0,1
1103,48,0,7289,1,0,2,316,3,-1,0,1
1104,55,0,1665,0,0,30,89,2,-1,0,1
1105,37,0,851,1,0,15,151,1,352,1,1
1106,41,0,2885,0,0,19,40,1,-1,0,1
1107,35,0,137,0,1,4,5,1,808,12,1
1108,34,0,1239,1,0,18,90,1,-1,0,1
1109,43,0,146,0,0,21,50,1,113,5,1
1110,59,0,1,0,0,15,159,2,378,3,0
1111,50,0,-10,0,1,10,369,6,-1,0,1
1112,37,0,480,0,0,22,344,2,182,8,0
1113,35,0,2789,1,0,4,256,2,94,1,1
1114,50,0,3897,0,0,26,298,1,-1,0,1
1115,36,0,487,0,1,11,268,3,-1,0,1
1116,41,0,5110,1,0,13,231,1,-1,0,1
1117,28,0,318,1,0,27,4,4,-1,0,1
1118,42,0,-411,1,0,12,78,5,292,3,1
1119,60,0,4820,0,0,5,419,1,-1,0,1
1120,28,0,4937,1,0,13,421,3,-1,0,1
1121,48,0,725,0,1,10,105,1,-1,0,1
1122,51,0,5403,0,0,6,42,1,-1,0,1
1123,32,0,4089,0,0,26,114,7,287,3,1
1124,35,0,188,0,0,26,286,2,-1,0,1
1125,37,0,189,0,0,1,238,1,107,2,0
1126,38,0,2998,1,0,11,91,1,-1,0,1
1127,77,0,610,0,0,13,766,3,-1,0,1
1128,32,0,787,0,0,28,92,1,-1,0,1
1129,43,0,167,0,0,4,211,3,-1,0,1
1130,36,0,243,1,0,7,160,2,360,3,1
1131,29,0,877,0,0,3,166,3,-1,0,1
1132,32,0,2817,1,0,21,195,1,-1,0,1
1133,41,0,4567,1,1,16,106,1,-1,0,1
1134,26,0,127,1,1,23,85,3,-1,0,1
1135,34,0,176,0,0,24,78,1,-1,0,1
1136,57,0,0,1,1,28,648,1,-1,0,0
1137,36,0,1482,1,0,18,177,2,174,1,1
1138,42,0,3052,1,0,27,32,1,-1,0,1
1139,35,0,56,0,0,29,24,12,-1,0,1
1140,52,0,278,1,0,7,688,2,-1,0,1
1141,36,0,3875,1,0,27,21,5,-1,0,1
1142,46,0,-337,1,0,27,112,1,-1,0,1
1143,60,0,366,0,0,3,593,1,-1,0,0
1144,57,0,501,1,1,7,59,2,-1,0,1
1145,48,0,998,1,0,29,121,3,-1,0,1
1146,59,0,0,1,0,28,97,2,-1,0,1
1147,39,0,246,0,0,11,86,2,-1,0,1
1148,44,0,-182,1,1,14,10,10,-1,0,1
1149,27,0,446,0,0,23,205,3,-1,0,1
1150,59,0,1173,0,0,9,77,2,-1,0,1
1151,36,0,5957,1,0,18,138,2,-1,0,1
1152,44,0,205,0,0,3,289,1,-1,0,0
1153,50,0,0,0,0,4,86,4,-1,0,1
1154,41,0,369,1,0,22,9,3,-1,0,1
1155,47,0,1934,0,1,14,225,1,364,1,1
1156,32,0,259,0,0,22,407,4,-1,0,1
1157,38,0,284,1,1,3,1030,6,-1,0,1
1158,55,0,23,0,0,13,123,2,-1,0,1
1159,38,0,1373,0,0,22,119,4,-1,0,1
1160,31,0,62,1,0,18,175,1,293,5,1
1161,38,0,157,0,0,9,299,5,-1,0,1
1162,29,0,991,0,0,5,563,1,-1,0,1
1163,55,0,186,1,1,9,241,1,-1,0,1
1164,35,0,977,1,0,4,52,4,91,1,1
1165,40,0,2893,0,0,2,76,3,-1,0,1
1166,34,0,1897,1,1,19,441,1,-1,0,1
1167,32,0,5514,0,0,22,319,1,182,1,0
1168,33,0,889,1,0,18,13,1,373,6,1
1169,33,0,273,1,0,16,803,1,-1,0,0
1170,37,0,1193,0,0,12,396,2,-1,0,1
1171,58,0,2729,0,0,18,188,1,-1,0,1
1172,36,0,0,0,0,20,637,1,-1,0,1
1173,42,0,230,1,0,5,175,7,-1,0,1
1174,34,0,2729,1,0,6,945,1,139,1,1
1175,35,0,317,1,0,23,162,3,-1,0,1
1176,60,0,517,0,0,12,1178,3,-1,0,1
1177,50,0,-470,1,0,8,506,2,170,3,1
1178,28,0,4579,0,0,12,409,2,-1,0,0
1179,27,0,1,1,0,14,116,3,-1,0,1
1180,37,0,5106,0,0,30,244,1,-1,0,0
1181,31,0,636,1,0,4,352,4,-1,0,0
1182,34,0,1076,0,0,12,152,1,182,6,0
1183,38,0,126,1,0,21,164,2,-1,0,1
1184,32,0,-33,1,0,28,234,3,-1,0,1
1185,37,0,430,0,0,27,154,4,-1,0,1
1186,33,0,-6,1,0,7,566,2,-1,0,1
1187,71,0,383,0,0,27,327,2,183,3,1
1188,27,0,130,1,0,7,265,3,-1,0,1
1189,38,0,2569,0,0,9,172,1,-1,0,1
1190,34,0,201,0,0,22,257,2,-1,0,1
1191,54,0,0,0,0,13,618,1,-1,0,0
1192,30,0,6,1,0,28,241,3,-1,0,1
1193,35,0,475,0,1,21,936,4,-1,0,1
1194,33,0,706,1,0,7,329,1,322,1,1
1195,36,0,1825,1,0,14,24,1,346,1,1
1196,59,0,185,0,0,22,177,5,138,1,1
1197,72,0,4415,0,0,13,120,1,-1,0,1
1198,64,0,679,0,0,22,135,3,-1,0,1
1199,53,0,320,0,0,9,175,1,-1,0,1
1200,35,0,2988,1,0,25,179,1,-1,0,1
1201,58,0,1407,1,0,30,58,1,-1,0,1
1202,40,0,1270,0,0,17,342,2,-1,0,1
1203,41,0,654,1,0,13,139,2,-1,0,1
1204,48,0,5173,1,0,18,88,8,-1,0,1
1205,44,0,3463,1,1,28,210,3,-1,0,1
1206,39,0,0,0,0,2,731,1,193,3,1
1207,61,0,6016,0,0,2,670,3,-1,0,0
1208,36,0,177,1,0,12,63,5,-1,0,1
1209,28,0,3694,0,1,8,70,2,-1,0,1
1210,58,0,1640,0,1,4,72,6,274,4,1
1211,60,0,174,1,0,15,241,1,364,1,1
1212,66,0,10177,0,0,5,272,4,-1,0,1
1213,36,0,490,0,0,28,207,8,98,1,0
1214,49,0,2576,1,0,15,64,6,-1,0,1
1215,40,0,0,0,0,12,543,2,-1,0,1
1216,23,0,598,0,0,30,166,1,-1,0,1
1217,29,0,15459,0,0,26,245,3,97,7,1
1218,44,0,271,1,1,9,94,1,-1,0,1
1219,54,0,2508,0,0,20,34,8,-1,0,1
1220,47,0,320,0,0,30,203,2,-1,0,1
1221,33,0,640,0,0,24,318,1,-1,0,1
1222,30,0,1772,1,0,13,158,4,-1,0,1
1223,27,0,15,0,1,21,177,1,-1,0,1
1224,49,0,2370,1,1,17,56,1,103,2,1
1225,27,0,201,1,0,4,172,2,-1,0,1
1226,51,0,160,1,0,7,136,1,359,1,1
1227,32,1,5,1,1,18,82,3,363,2,1
1228,30,0,75,1,0,16,123,1,-1,0,1
1229,33,0,4902,1,0,20,110,1,-1,0,1
1230,27,0,-79,1,0,30,385,5,-1,0,1
1231,75,0,1341,0,0,18,415,7,-1,0,0
1232,37,0,490,1,0,2,73,1,-1,0,1
1233,36,0,1521,1,0,16,243,2,-1,0,1
1234,37,0,131,1,0,9,137,2,-1,0,1
1235,35,0,8,1,0,23,55,4,-1,0,1
1236,32,0,-632,1,1,20,18,5,-1,0,1
1237,32,0,116,0,1,16,255,2,-1,0,1
1238,35,0,189,1,0,11,95,1,-1,0,1
1239,31,0,2,1,1,10,112,1,-1,0,1
1240,28,0,4229,1,1,5,205,2,-1,0,1
1241,27,0,54,1,0,18,97,1,370,1,1
1242,22,0,549,0,0,2,154,1,-1,0,1
1243,35,0,298,1,0,13,135,2,370,2,1
1244,69,0,579,0,0,14,230,1,-1,0,1
1245,37,0,1467,1,1,17,349,1,-1,0,1
1246,45,0,0,1,0,8,38,1,-1,0,1
1247,47,0,109,1,0,22,268,1,-1,0,1
1248,52,0,-11,1,0,11,94,4,-1,0,1
1249,33,0,90,1,0,28,263,2,-1,0,1
1250,60,0,493,0,0,18,671,4,-1,0,0
1251,33,0,1897,1,1,2,197,1,-1,0,1
1252,44,0,2403,1,0,28,180,2,-1,0,1
1253,38,0,868,0,0,20,452,2,-1,0,1
1254,54,0,653,1,0,15,352,1,-1,0,1
1255,32,0,0,0,0,15,175,4,-1,0,1
1256,33,0,0,1,1,19,163,2,-1,0,1
1257,55,0,218,1,0,29,200,2,-1,0,1
1258,51,0,5050,0,1,16,75,7,-1,0,1
1259,48,0,741,1,0,16,227,1,-1,0,1
1260,37,0,1050,1,0,3,586,3,-1,0,1
1261,33,0,-56,0,1,10,119,5,-1,0,1
1262,30,0,1,1,1,22,80,2,-1,0,1
1263,43,0,-98,1,1,12,112,2,330,3,1
1264,49,0,4667,1,0,19,130,2,-1,0,1
1265,54,0,541,1,0,3,237,3,-1,0,1
1266,31,0,7744,0,0,26,377,8,-1,0,1
1267,54,0,895,0,0,7,335,1,-1,0,0
1268,36,0,-129,1,0,29,121,3,-1,0,1
1269,30,0,0,0,0,15,127,5,-1,0,1
1270,27,0,158,0,0,1,650,2,-1,0,0
1271,30,0,122,1,0,16,107,1,-1,0,1
1272,30,0,673,1,0,20,610,2,-1,0,1
1273,35,0,0,0,0,25,124,4,-1,0,1
1274,33,0,411,1,0,8,216,1,-1,0,1
1275,43,0,-97,1,1,31,747,4,-1,0,1
1276,41,0,-217,1,0,11,313,1,349,3,1
1277,41,0,5037,0,0,23,252,9,185,5,0
1278,46,0,2232,0,0,13,121,1,-1,0,0
1279,54,0,-932,1,0,7,799,1,-1,0,1
1280,32,0,913,1,0,23,883,1,674,4,1
1281,30,0,236,1,0,16,197,1,-1,0,1
1282,40,0,0,1,0,11,271,2,-1,0,1
1283,30,0,2581,0,0,12,221,2,-1,0,1
1284,27,0,639,0,1,14,243,3,-1,0,1
1285,41,0,849,1,0,15,72,1,-1,0,1
1286,54,0,386,1,0,2,155,2,-1,0,1
1287,32,0,1218,1,0,28,70,2,-1,0,1
1288,31,0,2603,1,0,11,280,4,-1,0,0
1289,42,0,-921,1,0,26,115,2,-1,0,1
1290,48,0,607,0,0,20,29,2,-1,0,1
1291,34,0,79,1,0,14,406,2,-1,0,1
1292,55,0,61,1,1,25,113,3,-1,0,1
1293,49,0,1091,0,0,30,47,2,-1,0,1
1294,46,0,743,0,0,5,36,2,-1,0,1
1295,47,0,209,1,0,6,135,2,-1,0,1
1296,24,0,172,0,0,3,67,2,-1,0,1
1297,58,0,2,0,0,16,684,1,-1,0,1
1298,32,0,41,0,0,21,686,5,-1,0,0
1299,25,0,1116,1,0,2,170,3,-1,0,1
1300,49,0,-55,0,0,17,150,3,-1,0,1
1301,59,0,5845,0,0,14,1060,2,-1,0,0
1302,30,0,329,1,0,6,122,16,-1,0,1
1303,46,0,494,1,0,26,724,1,-1,0,1
1304,42,0,1519,0,0,19,230,1,92,1,0
1305,37,0,2685,0,0,20,187,2,-1,0,1
1306,44,0,-14,1,1,19,179,4,-1,0,1
1307,49,0,5673,0,1,4,357,3,-1,0,1
1308,41,0,1459,0,0,5,82,1,-1,0,1
1309,48,0,0,0,0,26,176,15,-1,0,1
1310,31,0,625,1,0,7,424,1,138,1,1
1311,37,0,0,0,0,18,115,1,-1,0,1
1312,51,0,867,1,0,3,177,2,211,3,1
1313,80,0,8304,0,0,9,712,1,64,12,0
1314,32,0,151,1,0,6,118,1,-1,0,1
1315,48,1,-583,1,0,2,25,7,-1,0,1
1316,49,0,1784,0,0,12,753,1,-1,0,1
1317,30,0,3134,1,0,17,124,1,-1,0,1
1318,27,0,49,1,0,30,208,2,-1,0,1
1319,34,0,-346,0,0,13,136,4,-1,0,1
1320,49,0,1623,1,0,19,1081,2,-1,0,0
1321,48,0,60,0,0,7,376,2,339,7,1
1322,40,0,17,0,0,4,78,1,-1,0,1
1323,38,0,2008,1,0,18,354,1,-1,0,1
1324,46,0,91,1,0,6,29,1,356,2,1
1325,41,0,171,1,0,19,209,1,191,4,1
1326,28,0,1027,1,0,14,433,1,-1,0,1
1327,51,0,5801,1,0,29,147,2,-1,0,1
1328,33,0,142,1,0,11,41,2,300,5,1
1329,26,0,205,0,0,26,111,1,-1,0,1
1330,34,0,852,0,0,14,108,2,-1,0,1
1331,27,1,-584,1,0,7,411,2,-1,0,1
1332,42,0,97,0,0,10,108,2,-1,0,1
1333,45,0,204,1,0,3,224,2,-1,0,0
1334,31,0,628,1,0,12,1083,2,-1,0,1
1335,32,0,311,0,0,12,757,2,-1,0,0
1336,39,0,1564,0,0,17,57,1,-1,0,1
1337,26,0,856,1,1,30,95,5,-1,0,1
1338,40,0,1509,0,0,15,144,2,124,1,1
1339,52,0,-888,0,0,16,135,1,-1,0,1
1340,40,0,226,0,0,15,176,2,-1,0,1
1341,48,0,127,0,1,7,524,5,-1,0,1
1342,31,0,413,1,0,13,65,1,-1,0,1
1343,27,0,710,1,1,6,653,1,334,2,0
1344,47,0,1233,1,0,11,91,1,100,2,0
1345,28,0,171,0,0,10,93,1,-1,0,0
1346,40,0,69,1,0,6,503,2,280,2,1
1347,34,0,1499,1,0,13,186,1,327,2,1
1348,29,0,751,1,0,23,121,2,-1,0,1
1349,36,0,61,0,1,19,452,2,-1,0,1
1350,83,0,425,0,0,22,883,1,140,1,0
1351,55,0,2923,1,0,15,104,2,-1,0,1
1352,43,0,99,0,0,29,24,3,-1,0,1
1353,23,0,1021,0,0,19,79,9,-1,0,1
1354,44,0,1146,0,0,4,178,2,-1,0,1
1355,58,0,781,1,0,15,74,2,-1,0,1
1356,29,0,1448,0,0,10,217,1,184,7,1
1357,30,0,604,0,1,2,475,1,-1,0,1
1358,29,0,-194,1,0,7,127,1,-1,0,1
1359,41,0,0,0,0,11,101,1,-1,0,1
1360,35,0,0,1,0,14,340,3,-1,0,1
1361,31,0,1014,1,0,23,158,4,-1,0,1
1362,27,0,73,0,0,29,242,1,-1,0,1
1363,47,0,2597,1,0,16,323,1,-1,0,1
1364,53,0,2627,1,1,16,18,30,-1,0,1
1365,34,0,1906,1,0,14,68,3,-1,0,1
1366,34,0,-319,1,1,9,134,4,-1,0,1
1367,36,0,-296,1,0,14,113,3,-1,0,1
1368,40,0,169,1,0,18,43,4,-1,0,1
1369,37,0,556,0,0,17,200,2,-1,0,1
1370,65,0,300,0,0,2,245,2,-1,0,1
1371,53,0,751,1,0,16,343,4,-1,0,1
1372,28,0,126,0,0,3,229,1,-1,0,1
1373,33,0,-386,1,0,23,530,1,-1,0,1
1374,56,0,379,0,0,13,58,5,-1,0,1
1375,45,0,706,0,0,30,78,2,176,1,1
1376,39,0,9121,0,0,5,147,1,-1,0,1
1377,28,0,1466,1,0,25,40,1,-1,0,1
1378,36,0,0,1,0,18,618,2,-1,0,1
1379,41,0,951,1,0,20,23,4,-1,0,1
1380,46,0,368,0,0,20,293,1,90,4,0
1381,41,0,121,1,0,13,16,6,176,5,1
1382,59,0,204,0,0,23,286,2,-1,0,1
1383,24,0,299,1,0,6,209,1,321,1,1
1384,34,0,4170,1,0,21,935,1,-1,0,1
1385,40,0,-335,1,0,27,260,1,-1,0,1
1386,42,0,3165,1,0,16,298,4,-1,0,1
1387,50,0,254,1,0,15,397,2,337,1,1
1388,25,0,553,1,0,17,113,4,479,1,1
1389,51,0,518,1,0,17,76,1,-1,0,1
1390,50,0,85,0,1,1,141,1,-1,0,1
1391,37,0,603,1,0,23,773,2,-1,0,1
1392,21,0,361,0,0,5,329,1,95,1,1
1393,52,0,-98,1,0,7,423,1,-1,0,1
1394,55,0,4424,0,0,5,67,4,-1,0,1
1395,26,0,2610,1,1,2,626,1,-1,0,1
1396,38,0,3234,0,0,18,578,2,-1,0,0
1397,32,0,687,1,0,9,61,1,-1,0,1
1398,31,0,631,1,0,23,248,4,-1,0,1
1399,34,0,341,0,1,29,136,1,262,3,1
1400,33,0,316,0,0,21,126,3,-1,0,1
1401,35,0,2,0,0,28,653,3,-1,0,1
1402,44,0,415,1,0,14,7,7,-1,0,1
1403,48,0,507,1,0,9,528,1,-1,0,1
1404,29,0,912,1,0,13,785,1,-1,0,1
1405,50,0,0,0,0,9,243,5,-1,0,1
1406,37,0,37,1,0,13,24,2,362,1,1
1407,44,0,2524,0,0,19,82,1,-1,0,1
1408,36,0,9019,1,0,11,952,3,-1,0,1
1409,49,0,39,1,0,13,27,5,-1,0,1
1410,31,0,0,1,0,5,143,1,-1,0,1
1411,49,0,265,1,0,12,274,6,-1,0,1
1412,35,0,0,1,0,16,1174,1,345,4,0
1413,57,0,4012,0,0,20,915,1,-1,0,1
1414,42,0,1520,1,0,5,115,1,-1,0,1
1415,36,0,-140,1,0,26,222,2,-1,0,1
1416,75,0,852,0,0,15,341,1,-1,0,1
1417,38,0,578,1,0,21,112,2,-1,0,1
1418,40,1,0,1,0,6,64,2,-1,0,1
1419,38,0,2253,1,0,13,937,3,-1,0,0
1420,34,0,1171,1,0,10,129,1,-1,0,1
1421,29,0,452,1,0,11,59,1,-1,0,1
1422,28,0,-97,1,0,29,79,1,225,2,1
1423,79,0,4738,0,0,9,151,5,-1,0,1
1424,51,0,467,1,0,19,83,1,-1,0,1
1425,32,0,0,0,0,6,101,5,3,6,1
1426,36,0,495,0,0,5,157,3,97,2,0
1427,38,0,157,0,1,15,57,11,366,1,1
1428,49,0,358,1,1,13,176,3,-1,0,1
1429,42,0,292,1,0,11,222,3,-1,0,1
1430,43,0,7343,1,0,2,217,4,-1,0,1
1431,34,0,-563,1,0,26,252,1,-1,0,1
1432,59,0,351,1,0,27,1063,5,-1,0,0
1433,35,0,365,0,0,29,41,2,-1,0,1
1434,33,0,13494,1,0,20,27,25,-1,0,1
1435,34,0,846,1,0,17,758,2,-1,0,1
1436,64,0,1574,0,0,29,301,3,-1,0,0
1437,34,0,-28,1,0,16,574,1,-1,0,1
1438,77,0,0,0,0,16,847,1,60,1,0
1439,57,0,2927,0,1,30,78,5,-1,0,1
1440,30,0,501,1,1,27,514,1,-1,0,1
1441,56,1,1238,0,0,5,1558,1,-1,0,0
1442,49,0,301,0,0,14,789,2,-1,0,1
1443,73,0,1388,0,0,20,146,3,190,3,1
1444,39,0,102,1,0,14,272,2,-1,0,1
1445,57,0,13,1,0,8,323,2,368,2,1
1446,32,0,413,1,0,11,712,2,-1,0,1
1447,32,0,4665,1,0,21,860,2,-1,0,0
1448,45,0,638,1,0,20,75,9,-1,0,1
1449,32,0,101,1,0,19,191,4,-1,0,1
1450,31,0,1224,1,1,24,1441,2,-1,0,0
1451,49,0,1103,0,0,12,428,2,-1,0,1
1452,29,0,3748,0,0,28,322,3,-1,0,1
1453,55,0,955,1,0,29,104,1,-1,0,1
1454,30,0,518,1,0,8,127,1,-1,0,1
1455,45,0,1893,1,0,3,1259,6,-1,0,0
1456,39,0,14,0,0,28,114,2,-1,0,1
1457,36,0,-423,1,1,13,106,1,-1,0,1
1458,33,0,3696,0,0,19,305,1,182,3,1
1459,36,0,2987,1,0,12,307,1,-1,0,0
1460,31,0,433,0,0,11,1504,2,-1,0,1
1461,36,0,756,0,0,11,396,3,-1,0,1
1462,38,0,0,1,0,1,71,1,-1,0,1
1463,33,0,2727,0,0,6,205,3,-1,0,1
1464,40,0,93,1,0,13,134,2,-1,0,1
1465,31,0,1766,0,1,5,166,2,-1,0,0
1466,39,0,124,1,0,31,81,5,-1,0,1
1467,33,0,69,0,1,4,77,2,-1,0,1
1468,53,0,0,0,0,12,80,2,-1,0,0
1469,38,0,0,1,0,13,537,5,303,2,1
1470,59,0,259,0,0,15,415,1,89,1,0
1471,55,0,4103,0,0,19,291,1,-1,0,1
1472,38,0,744,1,0,14,283,1,288,12,1
1473,48,0,116,1,0,20,70,4,-1,0,1
1474,53,0,70,1,0,5,611,2,-1,0,1
1475,44,0,432,0,0,9,132,3,-1,0,1
1476,57,0,1172,0,0,18,26,1,-1,0,1
1477,29,0,9,1,0,11,262,3,-1,0,1
1478,31,0,428,1,0,21,272,1,-1,0,1
1479,35,0,7546,1,0,28,137,1,122,3,1
1480,31,0,620,0,0,30,95,1,-1,0,1
1481,35,0,8647,0,0,19,140,2,-1,0,1
1482,40,0,192,1,0,16,71,11,-1,0,1
1483,39,0,0,1,0,7,502,1,7,2,1
1484,43,0,27733,1,0,3,164,7,-1,0,1
1485,44,0,276,1,1,15,219,1,-1,0,1
1486,29,0,113,0,0,12,328,2,183,4,0
1487,40,0,782,1,0,14,224,2,-1,0,1
1488,33,0,82,1,0,18,63,2,-1,0,1
1489,46,0,1008,0,0,29,24,13,-1,0,1
1490,27,0,6421,0,0,28,147,4,-1,0,1
1491,26,0,443,0,0,30,84,3,-1,0,1
1492,41,0,351,1,0,9,175,1,-1,0,1
1493,34,0,5060,1,0,21,12,21,-1,0,1
1494,39,0,-41,0,1,25,40,15,-1,0,1
1495,27,0,-124,0,0,18,217,1,-1,0,1
1496,31,0,79,1,1,23,235,11,-1,0,1
1497,44,0,3945,0,0,28,255,1,-1,0,1
1498,55,0,197,0,1,8,256,1,-1,0,1
1499,51,0,837,0,0,30,41,2,-1,0,1
1500,50,0,-94,0,1,25,75,1,-1,0,1
1501,30,0,1743,1,0,5,192,4,-1,0,1
1502,46,0,57,0,0,28,796,1,-1,0,0
1503,49,0,635,0,0,25,220,3,-1,0,1
1504,56,0,-113,1,1,12,614,2,-1,0,1
1505,47,0,225,0,0,28,1126,4,-1,0,0
1506,30,0,124,0,0,16,161,2,-1,0,1
1507,36,0,475,0,0,25,141,3,-1,0,1
1508,40,0,-7,0,1,25,697,1,-1,0,1
1509,37,1,375,0,0,9,223,2,-1,0,1
1510,42,0,936,0,0,30,931,1,-1,0,0
1511,45,0,1415,1,0,17,483,1,116,1,1
1512,34,0,0,0,0,17,63,2,-1,0,1
1513,27,0,3638,0,0,11,271,5,-1,0,1
1514,30,0,-99,1,0,15,144,5,-1,0,1
1515,32,0,167,1,1,8,79,3,-1,0,1
1516,46,0,19,1,0,21,171,1,-1,0,1
1517,29,0,242,1,0,18,73,4,-1,0,1
1518,53,0,13,0,0,28,69,1,-1,0,1
1519,32,0,286,0,0,20,60,1,343,4,1
1520,49,0,769,1,0,14,257,1,-1,0,1
1521,35,0,93,0,0,4,198,2,88,1,1
1522,38,0,1663,1,0,13,217,3,327,1,1
1523,39,0,238,1,1,19,134,1,-1,0,1
1524,34,0,2178,1,0,26,41,1,-1,0,1
1525,42,0,792,1,1,19,611,2,175,12,1
1526,35,0,871,1,0,6,216,3,-1,0,1
1527,60,0,1025,0,0,6,388,8,-1,0,1
1528,57,0,63,1,0,5,242,1,-1,0,1
1529,31,0,16,0,0,7,387,1,-1,0,1
1530,29,0,417,0,0,7,90,1,-1,0,1
1531,41,0,3992,1,0,20,281,2,-1,0,1
1532,46,0,2749,1,0,17,332,1,-1,0,1
1533,33,0,133,0,0,4,218,1,-1,0,0
1534,32,0,1721,1,0,21,650,2,-1,0,1
1535,54,0,2171,1,1,18,1034,1,-1,0,0
1536,37,0,4760,1,0,8,182,2,169,2,1
1537,32,0,2979,0,0,25,156,1,-1,0,1
1538,43,0,690,1,0,6,171,3,-1,0,1
1539,50,0,203,1,0,19,265,1,127,4,1
1540,34,0,322,1,0,20,10,3,-1,0,1
1541,31,0,1210,0,0,16,350,1,-1,0,1
1542,43,0,634,1,0,17,65,1,131,1,1
1543,49,0,273,0,0,23,58,1,-1,0,1
1544,22,0,47,0,0,3,69,3,-1,0,1
1545,35,0,1100,0,1,29,127,2,-1,0,1
1546,56,0,0,1,0,19,154,2,-1,0,1
1547,53,0,0,0,0,31,36,4,-1,0,1
1548,54,0,1544,0,1,5,85,7,196,3,1
1549,32,0,6145,1,0,14,362,1,287,13,1
1550,41,0,28,1,0,11,49,1,-1,0,1
1551,40,0,1012,1,0,6,410,1,-1,0,1
1552,33,0,245,1,1,8,253,3,-1,0,1
1553,33,0,1998,0,0,19,570,1,-1,0,1
1554,34,0,3990,1,0,24,633,7,-1,0,1
1555,36,0,1328,1,0,6,82,4,-1,0,1
1556,34,0,412,1,1,8,164,1,-1,0,1
1557,55,0,229,0,1,9,175,3,-1,0,1
1558,28,0,1562,0,0,15,659,4,-1,0,0
1559,29,0,3432,1,0,17,139,2,-1,0,1
1560,31,0,144,1,0,4,43,11,-1,0,1
1561,52,0,1339,1,0,22,343,5,-1,0,1
1562,54,0,386,0,1,19,74,1,152,1,1
1563,43,0,7727,1,0,15,302,8,-1,0,1
1564,55,0,204,0,0,14,455,13,-1,0,1
1565,28,0,101,1,0,28,126,4,-1,0,1
1566,45,0,728,1,1,18,107,1,-1,0,1
1567,45,0,2418,1,0,14,120,1,-1,0,1
1568,51,0,2934,1,0,18,727,4,-1,0,1
1569,42,0,0,1,0,7,275,4,-1,0,1
1570,43,0,181,0,0,28,41,1,-1,0,1
1571,34,0,176,0,0,18,61,4,-1,0,1
1572,36,0,49,1,0,15,232,2,365,5,1
1573,37,0,2023,1,0,10,214,1,-1,0,1
1574,50,0,372,1,0,11,21,1,-1,0,1
1575,42,0,7702,0,0,16,138,2,-1,0,0
1576,34,0,464,1,0,18,173,1,299,2,1
1577,48,0,117,1,0,16,635,1,-1,0,1
1578,47,0,104,1,1,14,77,2,-1,0,1
1579,40,0,1041,1,0,12,73,1,-1,0,1
1580,37,0,539,0,0,18,540,2,115,3,1
1581,38,0,0,1,0,3,179,2,-1,0,1
1582,29,0,406,1,0,17,119,1,-1,0,1
1583,46,0,2558,1,0,20,107,1,167,1,1
1584,26,0,484,1,0,19,48,2,-1,0,1
1585,30,0,3516,1,0,29,447,4,-1,0,1
1586,42,0,5639,1,0,17,430,2,-1,0,1
1587,42,0,100,0,0,7,64,2,-1,0,1
1588,31,0,1306,1,0,28,217,5,-1,0,1
1589,37,0,815,1,0,7,77,1,-1,0,1
1590,26,0,245,1,0,26,16,11,-1,0,1
1591,54,0,191,0,0,4,753,2,-1,0,1
1592,70,0,2815,0,0,26,125,2,182,1,1
1593,29,0,3672,1,1,28,1210,1,-1,0,1
1594,50,0,1572,1,0,9,185,1,-1,0,1
1595,60,0,385,1,0,4,80,1,-1,0,1
1596,32,0,29,0,0,19,156,2,-1,0,1
1597,32,0,84,0,1,29,403,3,-1,0,1
1598,34,0,876,1,0,17,145,2,-1,0,1
1599,48,0,1499,1,0,12,17,7,-1,0,1
1600,25,0,0,1,0,9,160,1,-1,0,1
1601,32,0,6217,1,1,18,486,2,181,2,1
1602,32,0,329,1,0,3,321,1,-1,0,1
1603,47,0,162,1,0,9,203,4,-1,0,1
1604,32,0,14533,0,0,31,646,3,198,2,1
1605,49,0,151,1,0,8,97,3,-1,0,0
1606,53,0,-2,1,1,16,144,2,-1,0,1
1607,41,0,4684,0,0,20,30,6,-1,0,1
1608,47,0,1149,0,1,15,82,2,-1,0,1
1609,35,0,11,1,0,13,326,4,-1,0,1
1610,33,0,8004,0,0,19,414,3,-1,0,1
1611,49,0,1019,1,0,16,285,5,-1,0,1
1612,46,0,1297,0,0,11,716,3,-1,0,0
1613,29,0,415,1,1,28,449,4,-1,0,1
1614,58,0,671,1,0,17,16,3,-1,0,1
1615,40,0,2378,1,0,2,65,1,-1,0,1
1616,34,0,417,1,0,18,138,1,-1,0,1
1617,60,0,71,0,0,10,121,3,-1,0,1
1618,43,0,1188,0,0,27,140,2,-1,0,1
1619,50,0,8139,1,0,18,256,6,-1,0,1
1620,33,0,249,1,0,31,61,4,-1,0,1
1621,37,0,689,1,0,14,367,2,-1,0,1
1622,55,0,203,1,0,14,9,5,174,12,1
1623,45,1,-183,0,1,15,395,4,-1,0,1
1624,47,0,3451,0,1,21,125,2,-1,0,1
1625,58,0,116,0,0,16,580,3,-1,0,1
1626,36,0,1746,1,0,7,15,1,316,1,1
1627,55,0,0,1,0,30,119,2,-1,0,1
1628,31,0,897,1,0,20,26,2,-1,0,1
1629,38,0,821,1,1,17,224,2,180,1,1
1630,42,0,130,1,0,29,285,1,-1,0,1
