URL,age,balance,day,duration,campaign,pdays,previous,label
20125,31,0,11,84,2,-1,0,0
20126,55,161,11,226,2,-1,0,0
20127,34,268,11,47,4,-1,0,0
20128,39,13338,11,103,4,-1,0,0
20129,32,321,11,156,2,-1,0,0
20130,35,14,11,113,2,-1,0,0
20131,53,657,11,147,2,-1,0,0
20132,36,9,11,386,4,-1,0,1
20133,54,2950,11,45,2,-1,0,0
20134,33,8408,11,121,2,-1,0,0
20135,55,462,11,116,2,-1,0,0
20136,30,5,11,126,2,-1,0,0
20137,30,7513,11,269,2,-1,0,0
20138,60,115,11,82,2,-1,0,0
20139,33,348,11,71,2,-1,0,0
20140,39,394,11,218,2,-1,0,0
20141,43,2764,11,270,2,-1,0,0
20142,39,-112,11,187,2,-1,0,0
20143,31,319,11,565,2,-1,0,0
20144,58,3568,11,226,2,-1,0,0
20145,56,944,11,172,4,-1,0,0
20146,35,2,11,239,4,-1,0,0
20147,45,1410,11,71,2,-1,0,0
20148,48,3886,11,297,2,-1,0,0
20149,56,2750,11,115,2,-1,0,0
20150,32,787,11,72,2,-1,0,0
20151,32,67,11,55,2,-1,0,0
20152,56,646,11,164,2,-1,0,0
20153,44,1879,11,88,4,-1,0,0
20154,31,98,11,69,2,-1,0,0
20155,37,3043,11,123,4,-1,0,0
20156,46,405,11,138,3,-1,0,0
20157,45,1395,11,243,4,-1,0,0
20158,30,564,11,166,2,-1,0,0
20159,27,174,11,82,2,-1,0,0
20160,60,371,11,102,8,-1,0,0
20161,52,0,11,179,4,-1,0,0
20162,36,0,11,108,2,-1,0,0
20163,30,44,11,187,2,-1,0,0
20164,39,-276,11,121,4,-1,0,0
20165,50,2167,11,123,2,-1,0,0
20166,31,69,11,257,2,-1,0,0
20167,37,340,11,90,4,-1,0,0
20168,40,99,11,275,2,-1,0,0
20169,33,644,11,99,2,-1,0,0
20170,58,15,11,57,2,-1,0,0
20171,30,0,11,101,5,-1,0,0
20172,34,5665,11,72,4,-1,0,0
20173,59,3843,11,104,4,-1,0,0
20174,55,756,11,210,3,-1,0,0
20175,30,699,11,213,4,-1,0,0
20176,30,131,11,384,6,-1,0,1
20177,58,0,11,273,2,-1,0,0
20178,32,11797,11,95,2,-1,0,0
20179,31,7567,11,70,2,-1,0,0
20180,50,235,11,71,2,-1,0,0
20181,31,1463,11,97,2,-1,0,0
20182,33,0,11,237,2,-1,0,0
20183,34,370,11,116,2,-1,0,0
20184,31,614,11,72,4,-1,0,0
20185,46,2421,11,170,4,-1,0,0
20186,30,2123,11,217,2,-1,0,0
20187,35,361,11,169,2,-1,0,0
20188,49,112,11,97,2,-1,0,0
20189,45,0,11,79,6,-1,0,0
20190,31,15,11,119,2,-1,0,0
20191,35,272,11,86,2,-1,0,0
20192,54,500,11,56,4,-1,0,0
20193,42,5455,11,149,4,-1,0,0
20194,34,1763,11,246,2,-1,0,0
20195,43,0,11,155,2,-1,0,0
20196,46,-11,11,139,2,-1,0,0
20197,43,159,11,160,2,-1,0,0
20198,47,4520,11,356,2,-1,0,0
20199,31,448,11,135,2,-1,0,0
20200,32,3184,11,135,2,-1,0,0
20201,35,0,11,309,2,-1,0,0
20202,46,942,11,53,4,-1,0,0
20203,59,997,11,250,4,-1,0,0
20204,30,4889,11,545,2,-1,0,1
20205,34,259,11,316,2,-1,0,0
20206,53,1242,11,168,2,-1,0,0
20207,59,518,11,230,2,-1,0,0
20208,46,209,11,72,2,-1,0,0
20209,35,1260,11,204,9,-1,0,0
20210,43,1532,11,61,2,-1,0,0
20211,45,1780,11,52,4,-1,0,0
20212,36,-2,11,242,2,-1,0,0
20213,30,54,11,194,2,-1,0,0
20214,34,-292,11,111,2,-1,0,0
20215,42,-209,11,90,2,-1,0,0
20216,60,1210,11,231,2,-1,0,0
20217,52,5521,11,126,4,-1,0,0
20218,45,2388,11,317,2,-1,0,0
20219,33,3470,11,285,2,-1,0,0
20220,40,1148,11,105,2,-1,0,0
20221,41,214,11,228,2,-1,0,0
20222,33,901,11,76,2,-1,0,0
20223,34,1569,11,149,2,-1,0,0
20224,34,0,11,331,2,-1,0,0
20225,39,246,11,86,2,-1,0,0
20226,46,1804,11,80,2,-1,0,0
20227,43,7876,11,209,2,-1,0,0
20228,33,1120,11,1070,2,-1,0,1
20229,57,2785,11,610,4,-1,0,1
20230,32,834,11,144,2,-1,0,0
20231,31,3194,11,140,2,-1,0,0
20232,30,671,11,96,2,-1,0,0
20233,46,159,11,139,4,-1,0,0
20234,49,23917,11,51,4,-1,0,0
20235,60,2190,11,601,2,-1,0,0
20236,60,-240,11,152,6,-1,0,0
20237,33,0,11,699,7,-1,0,1
20238,32,344,11,255,15,-1,0,0
20239,35,416,11,591,4,-1,0,0
20240,59,754,11,225,4,-1,0,0
20241,30,1045,11,65,4,-1,0,0
20242,47,4040,11,53,5,-1,0,0
20243,53,1869,11,102,4,-1,0,0
20244,41,3465,11,389,4,-1,0,0
20245,45,751,11,176,4,-1,0,0
20246,35,43,11,917,4,-1,0,1
20247,32,1364,11,104,4,-1,0,0
20248,34,1666,11,36,4,-1,0,0
20249,60,172,11,247,4,-1,0,0
20250,48,113,11,104,13,-1,0,0
20251,41,4495,11,55,5,-1,0,0
20252,30,3096,11,272,4,-1,0,0
20253,40,116,11,1099,4,-1,0,0
20254,37,801,11,331,7,-1,0,0
20255,33,540,11,79,4,-1,0,0
20256,45,548,11,108,4,-1,0,0
20257,56,1780,11,111,2,-1,0,0
20258,46,379,11,83,6,-1,0,0
20259,46,8,11,79,6,-1,0,0
20260,51,0,11,177,2,-1,0,0
20261,36,4123,11,146,2,-1,0,0
20262,33,752,11,104,4,-1,0,0
20263,49,917,11,165,6,-1,0,0
20264,34,223,11,103,6,-1,0,0
20265,33,370,11,145,4,-1,0,0
20266,57,856,11,194,6,-1,0,0
20267,34,0,11,68,4,-1,0,0
20268,55,578,11,189,2,-1,0,0
20269,39,11835,11,744,2,-1,0,1
20270,59,1980,11,185,2,-1,0,0
20271,32,300,11,163,2,-1,0,0
20272,53,0,11,608,2,-1,0,1
20273,36,741,11,214,2,-1,0,0
20274,31,416,11,33,2,-1,0,0
20275,46,256,11,105,2,-1,0,0
20276,58,889,11,121,2,-1,0,0
20277,50,1,11,80,10,-1,0,0
20278,46,2703,11,211,6,-1,0,0
20279,58,0,11,566,2,-1,0,0
20280,31,498,11,182,2,-1,0,0
20281,49,653,11,317,2,-1,0,0
20282,30,2960,11,370,4,-1,0,0
20283,37,24,11,232,4,-1,0,0
20284,59,108,11,120,4,-1,0,0
20285,43,3723,11,134,4,-1,0,0
20286,38,410,11,63,6,-1,0,0
20287,55,149,11,103,15,-1,0,0
20288,30,725,11,69,4,-1,0,0
20289,39,215,11,1141,4,-1,0,1
20290,33,299,11,378,4,-1,0,0
20291,48,794,11,135,6,-1,0,0
20292,41,456,11,734,4,-1,0,1
20293,41,134,11,153,4,-1,0,0
20294,53,217,11,121,5,-1,0,0
20295,47,1127,11,133,6,-1,0,0
20296,55,1512,11,262,4,-1,0,0
20297,32,2018,11,1238,1,-1,0,1
20298,36,28,11,149,2,-1,0,0
20299,32,999,11,382,3,-1,0,0
20300,40,32,11,55,4,-1,0,0
20301,34,421,11,383,3,-1,0,0
20302,37,-681,11,280,3,-1,0,0
20303,34,1273,11,93,2,-1,0,0
20304,32,713,11,76,7,-1,0,0
20305,35,569,11,121,3,-1,0,0
20306,38,982,11,176,3,-1,0,0
20307,37,0,11,187,4,-1,0,0
20308,53,112,11,246,3,-1,0,0
20309,57,13834,11,107,1,-1,0,0
20310,48,353,11,132,1,-1,0,0
20311,35,22,11,109,1,-1,0,0
20312,30,1191,11,381,4,-1,0,0
20313,31,4945,11,445,1,-1,0,0
20314,40,4186,11,129,1,-1,0,0
20315,47,206,11,71,3,-1,0,0
20316,35,289,11,80,10,-1,0,0
20317,31,0,11,720,1,-1,0,1
20318,35,-1980,11,227,1,-1,0,0
20319,30,2784,11,161,1,-1,0,0
20320,42,187,11,64,1,-1,0,0
20321,32,741,11,238,1,-1,0,0
20322,45,111,11,173,1,-1,0,0
20323,33,1166,11,90,3,-1,0,0
20324,59,914,11,139,8,-1,0,0
20325,37,2672,11,549,1,-1,0,0
20326,40,271,11,265,4,-1,0,0
20327,32,1100,11,67,1,-1,0,0
20328,32,1086,11,379,3,-1,0,0
20329,51,8538,11,126,2,-1,0,0
20330,31,-204,11,429,7,-1,0,0
20331,33,2586,11,117,3,-1,0,0
20332,37,4,11,933,1,-1,0,1
20333,59,-13,11,77,1,-1,0,0
20334,32,1208,11,221,3,-1,0,0
20335,30,4459,11,149,2,-1,0,0
20336,38,-3,11,148,3,-1,0,0
20337,52,7742,11,149,3,-1,0,0
20338,32,3832,11,80,3,-1,0,0
20339,37,825,11,214,5,-1,0,0
20340,34,4676,11,248,3,-1,0,0
20341,30,6493,11,132,5,-1,0,0
20342,33,443,11,240,5,-1,0,0
20343,32,543,11,385,3,-1,0,0
20344,30,1882,11,249,5,-1,0,0
20345,43,223,11,200,4,-1,0,0
20346,31,2,11,104,4,-1,0,0
20347,43,2411,11,124,7,-1,0,0
20348,31,3739,11,117,3,-1,0,0
20349,31,762,11,312,3,-1,0,0
20350,47,24,11,271,3,-1,0,0
20351,49,4594,11,157,3,-1,0,0
20352,32,1434,11,1144,3,-1,0,0
20353,30,290,11,485,5,-1,0,0
20354,56,476,11,67,7,-1,0,0
20355,59,478,11,108,5,-1,0,0
20356,47,-71,11,293,5,-1,0,0
20357,30,8351,11,345,3,-1,0,0
20358,50,0,11,72,5,-1,0,0
20359,42,1161,11,101,5,-1,0,0
20360,53,2639,11,304,4,-1,0,0
20361,51,541,11,663,3,-1,0,1
20362,43,8,11,95,4,-1,0,0
20363,36,487,11,268,3,-1,0,0
20364,31,30,11,133,5,-1,0,0
20365,55,1785,11,339,3,-1,0,0
20366,34,519,11,57,3,-1,0,0
20367,37,5287,11,209,2,-1,0,0
20368,40,3426,11,94,3,-1,0,0
20369,41,0,11,1242,5,-1,0,1
20370,59,1296,11,862,11,-1,0,0
20371,55,2120,11,236,3,-1,0,0
20372,39,3663,11,230,3,-1,0,0
20373,35,354,11,444,3,-1,0,1
20374,59,5219,11,239,3,-1,0,0
20375,48,719,11,418,5,-1,0,1
20376,46,0,11,249,5,-1,0,0
20377,50,111,11,277,3,-1,0,0
20378,38,9609,11,1687,9,-1,0,0
20379,57,14093,11,231,5,-1,0,0
20380,35,863,11,481,2,-1,0,0
20381,53,451,11,277,5,-1,0,0
20382,34,1054,11,101,3,-1,0,0
20383,44,12,11,295,3,-1,0,0
20384,30,3927,11,247,1,-1,0,0
20385,53,1301,11,164,1,-1,0,0
20386,58,11,11,270,1,-1,0,0
20387,34,828,11,1080,3,-1,0,1
20388,38,-267,11,220,1,-1,0,0
20389,34,2657,11,159,3,-1,0,0
20390,33,4782,11,217,1,-1,0,0
20391,50,412,11,40,5,-1,0,0
20392,56,15088,11,179,4,-1,0,0
20393,31,433,11,1504,2,-1,0,0
20394,50,1859,11,85,5,-1,0,0
20395,45,6753,11,48,9,-1,0,0
20396,34,1039,11,342,3,-1,0,0
20397,33,335,11,566,7,-1,0,0
20398,52,989,11,356,1,-1,0,0
20399,32,715,11,159,1,-1,0,0
20400,44,-61,11,1015,1,-1,0,0
20401,47,2787,11,479,1,-1,0,1
20402,40,1716,12,226,8,-1,0,0
20403,59,636,12,91,4,-1,0,0
20404,30,115,12,154,2,-1,0,0
20405,30,3362,12,101,2,-1,0,0
20406,50,3656,12,509,2,-1,0,0
20407,32,1568,12,161,6,-1,0,0
20408,46,2551,12,645,2,-1,0,1
20409,32,948,12,204,2,-1,0,0
20410,59,37,12,64,9,-1,0,0
20411,60,2722,12,506,2,-1,0,1
20412,57,-12,12,80,8,-1,0,0
20413,58,764,12,219,4,-1,0,0
20414,39,52,12,96,2,-1,0,0
20415,31,826,12,246,2,-1,0,0
20416,36,171,12,92,2,-1,0,0
20417,56,2395,12,150,2,-1,0,0
20418,51,1535,12,359,2,-1,0,0
20419,33,685,12,72,2,-1,0,0
20420,35,482,12,138,2,-1,0,0
20421,56,-113,12,614,2,-1,0,0
20422,44,4,12,327,2,-1,0,0
20423,49,1280,12,144,2,-1,0,0
20424,44,0,12,56,2,-1,0,0
20425,54,3020,12,106,2,-1,0,0
20426,33,-336,12,75,2,-1,0,0
20427,31,30,12,348,2,-1,0,0
20428,37,0,12,132,2,-1,0,0
20429,33,855,12,191,2,-1,0,0
20430,30,646,12,99,2,-1,0,0
20431,49,1103,12,428,2,-1,0,0
20432,31,123,12,82,2,-1,0,0
20433,33,980,12,172,2,-1,0,0
20434,48,5904,12,127,2,-1,0,0
20435,39,1880,12,768,2,-1,0,1
20436,30,317,12,72,2,-1,0,0
20437,46,-880,12,185,2,-1,0,0
20438,41,297,12,140,2,-1,0,0
20439,57,2112,12,1134,2,-1,0,1
20440,49,300,12,76,2,-1,0,0
20441,54,212,12,81,4,-1,0,0
20442,30,0,12,91,2,-1,0,0
20443,31,573,12,138,2,-1,0,0
20444,30,220,12,111,2,-1,0,0
20445,35,100,12,120,2,-1,0,0
20446,35,1383,12,143,2,-1,0,0
20447,58,5942,12,64,2,-1,0,0
20448,40,1050,12,117,2,-1,0,0
20449,31,1575,12,178,4,-1,0,0
20450,42,1622,12,158,2,-1,0,0
20451,42,0,12,51,4,-1,0,0
20452,46,3533,12,235,2,-1,0,0
20453,59,94,12,256,2,-1,0,0
20454,58,7560,12,364,2,-1,0,0
20455,32,874,12,1282,6,-1,0,1
20456,49,0,12,138,2,-1,0,0
20457,34,1009,12,68,2,-1,0,0
20458,33,827,12,58,4,-1,0,0
20459,30,74,12,96,5,-1,0,0
20460,39,562,12,234,2,-1,0,0
20461,34,172,12,237,2,-1,0,0
20462,32,100,12,181,2,-1,0,0
20463,52,0,12,106,2,-1,0,0
20464,58,1463,12,110,3,-1,0,0
20465,49,1269,12,117,9,-1,0,0
20466,36,419,12,122,2,-1,0,0
20467,30,67,12,52,2,-1,0,0
20468,36,1659,12,126,2,-1,0,0
20469,35,362,12,95,8,-1,0,0
20470,30,700,12,73,2,-1,0,0
20471,59,2192,12,365,2,-1,0,0
20472,37,553,12,63,2,-1,0,0
20473,30,1913,12,250,2,-1,0,0
20474,31,279,12,213,2,-1,0,0
20475,34,2757,12,126,2,-1,0,0
20476,56,3616,12,63,2,-1,0,0
20477,47,586,12,68,2,-1,0,0
20478,58,1472,12,74,2,-1,0,0
20479,30,24,12,29,4,-1,0,0
20480,37,353,12,147,2,-1,0,0
20481,50,418,12,867,2,-1,0,0
20482,54,-777,12,117,2,-1,0,0
20483,54,2419,12,139,2,-1,0,0
20484,32,2667,12,971,2,-1,0,1
20485,51,8304,12,105,2,-1,0,0
20486,40,12409,12,196,2,-1,0,0
20487,32,5,12,105,2,-1,0,0
20488,30,478,12,193,3,-1,0,0
20489,31,-253,12,220,4,-1,0,0
20490,30,8138,12,227,2,-1,0,0
20491,31,438,12,130,2,-1,0,0
20492,34,27,12,256,9,-1,0,0
20493,47,0,12,232,5,-1,0,0
20494,41,2781,12,95,2,-1,0,0
20495,30,443,12,80,2,-1,0,0
20496,55,277,12,101,3,-1,0,0
20497,38,554,12,138,4,-1,0,0
20498,41,557,12,148,4,-1,0,0
20499,36,871,12,396,3,-1,0,1
20500,45,328,12,174,4,-1,0,0
20501,52,2347,12,603,3,-1,0,0
20502,35,77,12,69,4,-1,0,0
20503,37,4044,12,87,4,-1,0,0
20504,54,19213,12,100,6,-1,0,0
20505,47,0,12,138,2,-1,0,0
20506,32,-114,12,155,2,-1,0,0
20507,53,8449,12,123,2,-1,0,0
20508,50,5907,12,338,2,-1,0,0
20509,33,2481,12,104,2,-1,0,0
20510,30,850,12,507,2,-1,0,1
20511,44,614,12,85,4,-1,0,0
20512,31,1836,12,177,2,-1,0,0
20513,30,1038,12,88,2,-1,0,0
20514,53,-1,12,150,2,-1,0,0
20515,35,1067,12,179,6,-1,0,0
20516,33,329,12,137,2,-1,0,0
20517,30,281,12,105,2,-1,0,0
20518,42,759,12,126,3,-1,0,0
20519,30,368,12,241,2,-1,0,0
20520,30,-672,12,130,2,-1,0,0
20521,43,-526,12,603,2,-1,0,0
20522,59,0,12,66,2,-1,0,0
20523,33,2024,12,109,2,-1,0,0
20524,33,3243,12,439,4,-1,0,1
20525,39,1986,12,217,6,-1,0,0
20526,34,2835,12,107,2,-1,0,0
20527,52,3508,12,252,2,-1,0,0
20528,54,11563,12,143,2,-1,0,0
20529,45,1951,12,73,2,-1,0,0
20530,52,544,12,254,2,-1,0,0
20531,33,1504,12,61,2,-1,0,0
20532,49,350,12,238,6,-1,0,0
20533,46,2269,12,73,2,-1,0,0
20534,35,53,12,80,4,-1,0,0
20535,34,897,12,197,4,-1,0,0
20536,30,1466,12,111,4,-1,0,0
20537,59,59,12,171,2,-1,0,0
20538,33,1399,12,436,4,-1,0,0
20539,38,0,12,119,2,-1,0,0
20540,31,1368,12,129,4,-1,0,0
20541,48,148,12,152,2,-1,0,0
20542,34,-136,12,131,2,-1,0,0
20543,31,86,12,150,4,-1,0,0
20544,52,273,12,128,2,-1,0,0
20545,54,1411,12,56,2,-1,0,0
20546,35,0,12,64,2,-1,0,0
20547,57,396,12,108,2,-1,0,0
20548,45,3241,12,84,2,-1,0,0
20549,57,6004,12,157,6,-1,0,0
20550,34,23919,12,384,2,-1,0,0
20551,30,894,12,312,6,-1,0,0
20552,47,-1854,12,388,2,-1,0,0
20553,37,117,12,144,4,-1,0,0
20554,58,108,12,231,4,-1,0,0
20555,38,382,12,180,2,-1,0,0
20556,54,1146,12,205,2,-1,0,0
20557,44,93,12,163,2,-1,0,0
20558,43,25,12,121,2,-1,0,0
20559,57,8897,12,865,2,-1,0,1
20560,38,508,12,1103,2,-1,0,1
20561,46,190,12,370,2,-1,0,0
20562,57,2714,12,106,2,-1,0,0
20563,41,1631,12,173,2,-1,0,0
20564,49,579,12,201,4,-1,0,0
20565,32,720,12,234,4,-1,0,0
20566,38,940,12,191,7,-1,0,0
20567,31,4089,12,433,3,-1,0,0
20568,46,548,12,1181,4,-1,0,1
20569,58,175,12,92,4,-1,0,0
20570,30,1567,12,1133,4,-1,0,1
20571,33,209,12,76,4,-1,0,0
20572,30,812,12,91,4,-1,0,0
20573,45,362,12,536,4,-1,0,0
20574,54,658,12,398,4,-1,0,0
20575,35,432,12,104,8,-1,0,0
20576,49,4751,12,884,4,-1,0,1
20577,55,134,12,1650,16,-1,0,0
20578,45,2552,12,149,7,-1,0,0
20579,30,0,12,297,3,-1,0,0
20580,52,106,12,193,4,-1,0,0
20581,54,1849,12,127,4,-1,0,0
20582,30,23,12,72,4,-1,0,0
20583,42,487,12,58,4,-1,0,0
20584,38,1478,12,926,4,-1,0,1
20585,34,157,12,117,2,-1,0,0
20586,31,350,12,359,2,-1,0,0
20587,34,0,12,117,4,-1,0,0
20588,39,1424,12,254,2,-1,0,0
20589,50,2296,12,121,2,-1,0,0
20590,35,1511,12,226,4,-1,0,0
20591,60,711,12,355,4,-1,0,0
20592,36,12,12,587,2,-1,0,1
20593,47,434,12,111,4,-1,0,0
20594,60,131,12,139,6,-1,0,0
20595,33,1071,12,83,4,-1,0,0
20596,59,7586,12,632,6,-1,0,0
20597,48,426,12,186,2,-1,0,0
20598,30,222,12,112,4,-1,0,0
20599,49,1456,12,225,4,-1,0,0
20600,58,842,12,253,2,-1,0,0
20601,55,1011,12,112,2,-1,0,0
20602,31,1514,12,284,2,-1,0,0
20603,54,3473,12,306,2,-1,0,0
20604,49,128,12,696,2,-1,0,1
20605,60,1141,12,66,4,-1,0,0
20606,31,596,12,192,4,-1,0,0
20607,34,496,12,105,6,-1,0,0
20608,45,43,12,114,4,-1,0,0
20609,43,1627,12,105,4,-1,0,0
20610,30,67,12,578,4,-1,0,0
20611,57,0,12,116,4,-1,0,0
20612,59,566,12,464,4,-1,0,0
20613,32,1325,12,142,2,-1,0,0
20614,55,388,12,187,2,-1,0,0
20615,49,53,12,134,6,-1,0,0
20616,36,1072,12,338,2,-1,0,0
20617,52,1579,12,158,2,-1,0,0
20618,49,553,12,645,8,-1,0,1
20619,50,258,12,246,6,-1,0,0
20620,40,1694,12,473,6,-1,0,1
20621,41,8553,12,304,12,-1,0,0
20622,49,408,12,559,4,-1,0,1
20623,38,1223,12,1092,5,-1,0,1
20624,49,599,12,174,1,-1,0,0
20625,31,1858,12,453,3,-1,0,1
20626,48,286,12,127,1,-1,0,0
20627,54,1173,12,128,8,-1,0,0
20628,31,208,12,1344,7,-1,0,1
20629,31,297,12,127,1,-1,0,0
20630,46,2278,12,218,5,-1,0,0
20631,34,3679,12,178,1,-1,0,0
20632,34,520,12,1307,4,-1,0,1
20633,47,27,12,153,4,-1,0,0
20634,39,271,12,1344,1,-1,0,1
20635,54,153,12,168,5,-1,0,0
20636,31,1289,12,264,3,-1,0,0
20637,42,250,12,213,3,-1,0,0
20638,31,36,12,111,3,-1,0,0
20639,33,87,12,978,1,-1,0,1
20640,30,9634,12,781,5,-1,0,0
20641,47,545,12,588,3,-1,0,0
20642,54,4943,12,145,11,-1,0,0
20643,54,1659,12,50,5,-1,0,0
20644,40,4396,12,432,3,-1,0,1
20645,31,391,12,454,3,-1,0,0
20646,47,568,12,1613,1,-1,0,1
20647,32,11431,12,141,5,-1,0,0
20648,32,2414,12,439,4,-1,0,0
20649,59,278,12,141,3,-1,0,0
20650,58,528,12,136,3,-1,0,0
20651,33,519,12,260,3,-1,0,0
20652,47,570,12,864,3,-1,0,0
20653,48,3020,12,645,3,-1,0,0
20654,50,1240,12,474,2,-1,0,0
20655,45,424,12,216,5,-1,0,0
20656,60,781,12,128,5,-1,0,0
20657,32,1310,12,418,3,-1,0,0
20658,42,166,12,226,4,-1,0,0
20659,49,-96,12,252,3,-1,0,0
20660,30,317,12,134,8,-1,0,0
20661,32,1732,12,140,4,-1,0,0
20662,30,349,12,180,3,-1,0,0
20663,47,800,12,483,5,-1,0,0
20664,48,1355,12,409,7,-1,0,0
20665,51,771,12,143,3,-1,0,0
20666,54,479,12,222,3,-1,0,0
20667,37,3665,12,664,3,-1,0,1
20668,54,1037,12,612,4,-1,0,0
20669,52,692,12,129,9,-1,0,0
20670,44,244,12,1735,4,-1,0,1
20671,36,0,12,243,3,-1,0,0
20672,49,3779,12,178,9,-1,0,0
20673,48,9622,12,787,6,-1,0,0
20674,59,349,12,124,4,-1,0,0
20675,33,621,12,913,5,-1,0,0
20676,33,1674,12,284,7,-1,0,0
20677,36,295,12,129,6,-1,0,0
20678,48,260,12,228,5,-1,0,0
20679,44,267,12,508,3,-1,0,0
20680,55,568,12,940,10,-1,0,1
20681,50,106,12,460,2,-1,0,0
20682,30,4210,12,796,4,-1,0,1
20683,58,2609,12,136,5,-1,0,0
20684,32,3199,12,58,3,-1,0,0
20685,56,1167,12,465,9,-1,0,0
20686,44,781,12,112,5,-1,0,0
20687,32,3095,12,204,10,-1,0,0
20688,33,2695,12,711,3,-1,0,0
20689,31,745,12,121,4,-1,0,0
20690,51,2254,12,83,3,-1,0,0
20691,43,378,12,321,4,-1,0,0
20692,41,416,12,1476,2,-1,0,0
20693,34,966,12,204,3,-1,0,0
20694,50,2065,12,161,2,-1,0,0
20695,57,0,12,120,3,-1,0,0
20696,33,-285,12,507,3,-1,0,0
20697,49,12531,13,77,8,-1,0,0
20698,50,1824,13,767,8,-1,0,0
20699,41,204,13,111,7,-1,0,0
20700,60,878,13,106,2,-1,0,0
20701,34,1293,13,168,2,-1,0,0
20702,45,2476,13,239,2,-1,0,0
20703,55,0,13,139,2,-1,0,0
20704,33,0,13,78,2,-1,0,0
20705,45,7353,13,536,2,-1,0,0
20706,55,1642,13,295,2,-1,0,0
20707,52,200,13,224,2,-1,0,0
20708,52,1076,13,156,2,-1,0,0
20709,33,6325,13,206,2,-1,0,0
20710,45,2096,13,317,2,-1,0,0
20711,52,2488,13,176,2,-1,0,0
20712,46,3570,13,69,2,-1,0,0
20713,37,137,13,244,6,-1,0,0
20714,46,3984,13,77,2,-1,0,0
20715,52,-384,13,114,4,-1,0,0
20716,57,0,13,189,2,-1,0,0
20717,38,4723,13,187,2,-1,0,0
20718,32,163,13,132,2,-1,0,0
20719,51,1694,13,186,2,-1,0,0
20720,31,391,13,336,2,-1,0,0
20721,46,111,13,78,2,-1,0,0
20722,31,4720,13,460,2,-1,0,0
20723,32,-413,13,100,2,-1,0,0
20724,35,46,13,96,2,-1,0,0
20725,52,36,13,109,2,-1,0,0
20726,40,42,13,1842,2,-1,0,1
20727,45,-571,13,332,2,-1,0,0
20728,60,3563,13,159,2,-1,0,0
20729,54,284,13,127,4,-1,0,0
20730,59,235,13,119,2,-1,0,0
20731,57,160,13,303,2,-1,0,0
20732,54,309,13,969,2,-1,0,1
20733,52,-892,13,295,2,-1,0,0
20734,51,21,13,157,2,-1,0,0
20735,35,-180,13,823,2,-1,0,1
20736,51,79,13,89,2,-1,0,0
20737,31,-405,13,703,2,-1,0,1
20738,32,34646,13,618,9,-1,0,1
20739,41,216,13,152,2,-1,0,0
20740,32,297,13,225,2,-1,0,0
20741,51,14215,13,131,2,-1,0,0
20742,49,3392,13,272,2,-1,0,0
20743,33,390,13,460,2,-1,0,0
20744,39,28433,13,247,2,-1,0,0
20745,45,6542,13,93,4,-1,0,0
20746,36,59,13,526,2,-1,0,1
20747,58,4158,13,455,2,-1,0,1
20748,49,640,13,214,4,-1,0,0
20749,38,334,13,139,2,-1,0,0
20750,38,128,13,183,5,-1,0,0
20751,57,2449,13,142,2,-1,0,0
20752,45,324,13,258,4,-1,0,0
20753,51,712,13,287,2,-1,0,0
20754,50,109,13,185,2,-1,0,0
20755,31,170,13,458,2,-1,0,0
20756,45,6691,13,211,2,-1,0,0
20757,54,2225,13,73,2,-1,0,0
20758,34,4367,13,121,2,-1,0,0
20759,56,681,13,900,2,-1,0,0
20760,47,432,13,334,2,-1,0,0
20761,53,230,13,112,2,-1,0,0
20762,53,7132,13,88,2,-1,0,0
20763,55,23,13,123,2,-1,0,0
20764,56,0,13,112,4,-1,0,0
20765,48,145,13,106,5,-1,0,0
20766,33,2302,13,115,2,-1,0,0
20767,35,481,13,73,2,-1,0,0
20768,56,1784,13,71,2,-1,0,0
20769,54,3002,13,110,4,-1,0,0
20770,37,4436,13,846,5,-1,0,1
20771,58,1669,13,109,2,-1,0,0
20772,50,1838,13,221,8,-1,0,0
20773,49,2765,13,233,4,-1,0,0
20774,58,3148,13,57,2,-1,0,0
20775,60,2769,13,96,2,-1,0,0
20776,48,5887,13,227,2,-1,0,0
20777,33,296,13,142,4,-1,0,0
20778,59,782,13,127,2,-1,0,0
20779,32,1337,13,283,2,-1,0,0
20780,50,36,13,104,10,-1,0,0
20781,52,95,13,91,2,-1,0,0
20782,47,48,13,170,2,-1,0,0
20783,58,382,13,460,2,-1,0,0
20784,50,0,13,114,2,-1,0,0
20785,34,2658,13,690,2,-1,0,0
20786,40,372,13,100,2,-1,0,0
20787,51,52,13,114,2,-1,0,0
20788,41,1545,13,183,2,-1,0,0
20789,34,8463,13,80,2,-1,0,0
20790,32,136,13,144,2,-1,0,0
20791,38,3452,13,132,2,-1,0,0
20792,60,1538,13,352,2,-1,0,0
20793,49,67,13,269,4,-1,0,0
20794,34,2521,13,73,2,-1,0,0
20795,55,303,13,261,2,-1,0,0
20796,40,275,13,409,4,-1,0,0
20797,49,737,13,100,2,-1,0,0
20798,51,0,13,60,2,-1,0,0
20799,31,363,13,94,2,-1,0,0
20800,42,0,13,325,2,-1,0,0
20801,51,0,13,88,2,-1,0,0
20802,33,763,13,182,8,-1,0,0
20803,55,0,13,201,2,-1,0,0
20804,42,849,13,403,2,-1,0,0
20805,36,0,13,333,5,-1,0,0
20806,37,-242,13,1149,6,-1,0,1
